manuscript_panel,measurement,unit,value,genotype_raw,rnai,screen_type,in_combined_screen,collection_date,replicate_id
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X mCherry,Control,control,TRUE,undated,b01
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X mCherry,Control,control,TRUE,undated,b01
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,12,Luciferase X mCherry,Control,control,TRUE,undated,b01
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,undated,b01
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,11,Luciferase X mCherry,Control,control,TRUE,undated,b01
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X mCherry,Control,control,TRUE,undated,b01
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X mCherry,Control,control,TRUE,undated,b02
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X mCherry,Control,control,TRUE,undated,b02
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,14,Luciferase X mCherry,Control,control,TRUE,undated,b02
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X mCherry,Control,control,TRUE,undated,b02
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X mCherry,Control,control,TRUE,undated,b02
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X mCherry,Control,control,TRUE,undated,b03
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X mCherry,Control,control,TRUE,undated,b03
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X mCherry,Control,control,TRUE,undated,b03
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X mCherry,Control,control,TRUE,undated,b03
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,11,Luciferase X mCherry,Control,control,TRUE,undated,b03
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X mCherry,Control,control,TRUE,undated,b04
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X mCherry,Control,control,TRUE,undated,b04
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,undated,b01
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,11,Luciferase X mCherry,Control,control,TRUE,undated,b01
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X mCherry,Control,control,TRUE,undated,b01
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,14,Luciferase X mCherry,Control,control,TRUE,undated,b01
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X mCherry,Control,control,TRUE,undated,b01
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_01,b05
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,11,Luciferase X mCherry,Control,control,TRUE,session_01,b05
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X mCherry,Control,control,TRUE,session_01,b05
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X mCherry,Control,control,TRUE,session_02,b06
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,3,Luciferase X mCherry,Control,control,TRUE,session_02,b06
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X mCherry,Control,control,TRUE,session_02,b07
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,11,Luciferase X mCherry,Control,control,TRUE,session_02,b07
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X mCherry,Control,control,TRUE,session_02,b07
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X mCherry,Control,control,TRUE,session_02,b07
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_02,b07
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X mCherry,Control,control,TRUE,session_02,b07
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_02,b08
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_02,b08
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X mCherry,Control,control,TRUE,session_02,b08
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X mCherry,Control,control,TRUE,session_02,b08
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X mCherry,Control,control,TRUE,session_02,b08
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X mCherry,Control,control,TRUE,session_02,b08
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_02,b08
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X mCherry,Control,control,TRUE,session_03,b09
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X mCherry,Control,control,TRUE,session_03,b09
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_03,b10
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,11,Luciferase X mCherry,Control,control,TRUE,session_03,b10
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X mCherry,Control,control,TRUE,session_03,b10
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X mCherry,Control,control,TRUE,session_03,b10
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X mCherry,Control,control,TRUE,session_03,b10
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_03,b10
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_03,b10
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X mCherry,Control,control,TRUE,session_03,b10
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_03,b11
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X mCherry,Control,control,TRUE,session_03,b11
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_03,b11
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X mCherry,Control,control,TRUE,session_03,b11
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,3,Luciferase X mCherry,Control,control,TRUE,session_03,b11
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X mCherry,Control,control,TRUE,session_03,b12
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_03,b12
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X mCherry,Control,control,TRUE,session_03,b12
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,4,Luciferase X mCherry,Control,control,TRUE,session_03,b12
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X mCherry,Control,control,TRUE,session_03,b13
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X mCherry,Control,control,TRUE,session_03,b13
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X mCherry,Control,control,TRUE,session_03,b13
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,4,Luciferase X mCherry,Control,control,TRUE,session_03,b13
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X mCherry,Control,control,TRUE,session_03,b13
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X mCherry,Control,control,TRUE,session_03,b14
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X mCherry,Control,control,TRUE,session_03,b14
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_03,b14
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X mCherry,Control,control,TRUE,session_03,b14
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X mCherry,Control,control,TRUE,session_03,b14
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_03,b15
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X mCherry,Control,control,TRUE,session_03,b15
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X mCherry,Control,control,TRUE,session_03,b15
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X mCherry,Control,control,TRUE,session_03,b15
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_03,b15
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_03,b15
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X mCherry,Control,control,TRUE,session_03,b16
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X mCherry,Control,control,TRUE,session_03,b16
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,undated,b17
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,4,Luciferase X ND42,Complex I,control,TRUE,undated,b17
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,undated,b17
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,undated,b17
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X ND42,Complex I,control,TRUE,undated,b17
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,14,Luciferase X ND42,Complex I,control,TRUE,undated,b18
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,undated,b18
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,undated,b19
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,undated,b19
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X ND42,Complex I,control,TRUE,undated,b19
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,undated,b19
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,undated,b19
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,undated,b19
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X ND42,Complex I,control,TRUE,undated,b19
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_02,b20
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,4,Luciferase X ND42,Complex I,control,TRUE,session_02,b20
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_02,b20
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_02,b20
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_02,b20
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,4,Luciferase X ND42,Complex I,control,TRUE,session_02,b20
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_02,b20
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_02,b20
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X ND42,Complex I,control,TRUE,session_04,b21
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_04,b21
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_04,b21
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X ND42,Complex I,control,TRUE,session_04,b21
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X ND42,Complex I,control,TRUE,session_04,b21
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_04,b22
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_04,b22
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_04,b22
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X ND42,Complex I,control,TRUE,session_04,b22
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_04,b22
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_05,b23
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_05,b23
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_05,b23
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X ND42,Complex I,control,TRUE,session_05,b23
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X ND42,Complex I,control,TRUE,session_05,b23
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X ND42,Complex I,control,TRUE,session_05,b23
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X ND42,Complex I,control,TRUE,session_05,b23
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X ND42,Complex I,control,TRUE,session_05,b24
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_05,b24
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,13,Luciferase X ND42,Complex I,control,TRUE,session_05,b24
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X ND42,Complex I,control,TRUE,session_05,b24
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,11,Luciferase X ND42,Complex I,control,TRUE,session_05,b25
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_05,b25
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X ND42,Complex I,control,TRUE,session_05,b25
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_05,b25
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X ND42,Complex I,control,TRUE,session_05,b25
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X ND42,Complex I,control,TRUE,session_05,b25
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_05,b25
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X ND42,Complex I,control,TRUE,session_05,b25
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,12,Luciferase X ND42,Complex I,control,TRUE,session_05,b25
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_05,b25
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_06,b26
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_06,b26
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_06,b26
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_06,b26
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_06,b26
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_06,b26
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_06,b26
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_06,b27
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_06,b27
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_06,b27
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X ND42,Complex I,control,TRUE,session_06,b27
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X ND42,Complex I,control,TRUE,session_06,b27
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_06,b28
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_06,b28
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X ND42,Complex I,control,TRUE,session_06,b28
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_06,b28
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_06,b28
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_06,b28
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_06,b28
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X ND42,Complex I,control,TRUE,session_06,b28
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X ND42,Complex I,control,TRUE,session_07,b29
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X ND42,Complex I,control,TRUE,session_07,b29
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_07,b29
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_07,b29
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X ND42,Complex I,control,TRUE,session_07,b30
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_07,b30
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X ND42,Complex I,control,TRUE,session_07,b30
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_07,b30
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_07,b31
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_07,b31
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X ND42,Complex I,control,TRUE,session_07,b31
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_07,b32
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_07,b32
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_07,b32
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_07,b33
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_07,b33
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_07,b33
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_07,b33
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X ND42,Complex I,control,TRUE,session_07,b33
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_07,b33
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X ND42,Complex I,control,TRUE,session_07,b34
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_07,b34
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_07,b34
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_07,b34
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X ND42,Complex I,control,TRUE,session_07,b34
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_08,b35
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X ND42,Complex I,control,TRUE,session_08,b35
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_08,b35
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_08,b35
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_09,b36
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X ND42,Complex I,control,TRUE,session_09,b36
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_09,b37
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_09,b37
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_09,b37
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_09,b37
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_09,b37
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_10,b38
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_10,b38
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,3,Luciferase X ND42,Complex I,control,TRUE,session_10,b38
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_10,b38
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,9,Luciferase X ND42,Complex I,control,TRUE,session_10,b39
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,4,Luciferase X ND42,Complex I,control,TRUE,session_10,b39
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_10,b39
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_10,b39
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_10,b39
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_10,b40
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_10,b40
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_10,b40
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_10,b40
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,4,Luciferase X ND42,Complex I,control,TRUE,session_10,b40
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X ND42,Complex I,control,TRUE,session_10,b40
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X ND42,Complex I,control,TRUE,session_10,b41
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_10,b42
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_10,b42
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_10,b42
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,4,Luciferase X ND42,Complex I,control,TRUE,session_10,b42
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X ND42,Complex I,control,TRUE,session_10,b42
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_10,b43
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_10,b43
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_10,b43
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_10,b43
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,4,Luciferase X ND42,Complex I,control,TRUE,session_10,b43
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,10,Luciferase X ND42,Complex I,control,TRUE,session_10,b44
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,8,Luciferase X ND42,Complex I,control,TRUE,session_10,b44
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_10,b44
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_10,b44
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,3,Luciferase X ND42,Complex I,control,TRUE,session_11,b45
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,3,Luciferase X ND42,Complex I,control,TRUE,session_11,b45
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_11,b45
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X ND42,Complex I,control,TRUE,session_11,b45
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_11,b46
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_11,b46
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_11,b46
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_11,b46
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_11,b47
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,7,Luciferase X ND42,Complex I,control,TRUE,session_11,b47
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,5,Luciferase X ND42,Complex I,control,TRUE,session_11,b47
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_11,b47
Controls,EdU-positive cells per NSC clone,EdU+ cells per clone,6,Luciferase X ND42,Complex I,control,TRUE,session_11,b47
